the_geom,cartodb_id,objectid,fid_grocer,fid_groc_1,facilityid,fid_pov_ac,geoid,first_tota,first_unde,first_over,poparea,shape_leng,partpop,partunder1,partover18,partarea,arearatio,groceryacc,fid_wardpl,ward,name,shape_le_1,shape_ar_1,wrdprtarea,areartio2,partpop2,prtovr185,prtund185,percentund185,shapearea,shapelen
,349,316,308,-1,0,381,110010095083,1631,200,1431,169199.343228,3725.72804378,1218,149,1069,126398.379948,0.74703824,false,6,5,Ward 5,22893.4048565,26910761.219,126398,1,1218,1069,149,0.12233169,126398.377242984,3725.72818555848
,350,317,309,-1,0,382,110010095091,1486,556,930,178384.939229,2063.59931323,1486,556,930,178384.941132,1.00000001,false,6,5,Ward 5,22893.4048565,26910761.219,178385,1,1486,930,556,0.37415883,178384.935787016,2063.59929588404
,351,318,310,-1,0,383,110010095092,894,77,817,212641.679899,2117.85893885,894,77,817,212641.67957,1,false,6,5,Ward 5,22893.4048565,26910761.219,212642,1,894,817,77,0.08612975,212641.679421445,2117.85906860019
,352,319,311,-1,0,384,110010095093,1105,291,814,252845.913745,2345.13883015,1100,290,811,251780.009809,0.99578437,false,6,5,Ward 5,22893.4048565,26910761.219,251780,1,1100,811,290,0.26363635,251780.023763352,2345.13847841434
,353,320,312,-1,0,385,110010096011,2199,1195,1004,740146.847448,7991.27051777,2199,1195,1004,740146.870951,1.00000003,false,3,7,Ward 7,22345.2269165,22818182.5566,739527,1,2199,1004,1195,0.54342884,739526.669019914,7975.20130389772
,354,321,313,-1,0,386,110010096021,1582,1067,515,465411.141311,3700.56842784,1477,996,481,434399.433883,0.93336707,false,3,7,Ward 7,22345.2269165,22818182.5566,434399,1,1477,481,996,0.67433989,434399.440761008,3700.56847233909
,355,322,314,-1,0,387,110010096022,1875,1555,320,465434.128377,8292.33636345,1875,1555,320,465434.144503,1.00000003,false,3,7,Ward 7,22345.2269165,22818182.5566,465434,1,1875,320,1555,0.82933331,465434.146371312,8292.33620833719
,356,323,315,-1,0,388,110010096031,1536,650,886,237541.622475,1017.74048348,334,141,193,51641.1022899,0.21739812,false,3,7,Ward 7,22345.2269165,22818182.5566,51641.1015625,1,334,193,141,0.42215568,51641.1055602734,1017.74050633667
,357,324,316,-1,0,390,110010096033,924,517,407,181182.179712,1259.60917686,226,127,100,44367.7375637,0.24487915,false,3,7,Ward 7,22345.2269165,22818182.5566,44367.69921875,1,226,100,127,0.56194693,44367.7323982578,1259.60923854398
,358,325,317,-1,0,391,110010096041,1148,359,789,212697.392629,3247.78027638,1136,355,781,210520.931743,0.98976734,false,3,7,Ward 7,22345.2269165,22818182.5566,210521,1,1136,781,355,0.3125,210520.947764945,3247.78040630646
,359,326,318,-1,0,392,110010096042,954,208,746,205459.826546,2128.64159262,855,186,669,184139.461714,0.89623098,false,3,7,Ward 7,22345.2269165,22818182.5566,184139,1,855,669,186,0.21754386,184139.44343182,2128.64173923667
,360,327,319,-1,0,393,110010097001,2546,1607,939,280515.154181,2603.61553884,2546,1607,939,280515.168723,1.00000005,false,1,8,Ward 8,28714.0694298,30965852.4553,280518,1,2546,939,1607,0.63118619,280517.853011828,2603.60558903035
,361,328,320,-1,0,394,110010097002,813,290,523,89421.0948556,1326.85850515,813,290,523,89421.0915201,0.99999996,false,1,8,Ward 8,28714.0694298,30965852.4553,89421.1015625,1,813,523,290,0.35670358,89421.08602675,1326.85859953291
,362,329,321,-1,0,395,110010098011,2099,1214,885,355818.758187,3504.10046705,2099,1214,885,355818.78183,1.00000007,false,1,8,Ward 8,28714.0694298,30965852.4553,355812,1,2099,885,1214,0.57837063,355811.856463492,3504.08474648534
,363,330,322,-1,0,396,110010098021,550,523,27,86551.7761507,1852.10845849,550,523,27,86551.7828725,1.00000008,false,1,8,Ward 8,28714.0694298,30965852.4553,86551.796875,1,550,27,523,0.95090908,86551.7778161875,1852.10855064534
,364,331,323,-1,0,397,110010098022,1096,499,597,114173.388866,1634.32307659,1096,499,597,114173.380974,0.99999993,false,1,8,Ward 8,28714.0694298,30965852.4553,114173,1,1096,597,499,0.45529196,114173.387773672,1634.32308031525
,365,365,357,-1,0,431,110010104002,2227,1101,1126,1959845.90526,10314.8251442,2227,1101,1126,1959845.89743,1,false,1,8,Ward 8,28714.0694298,30965852.4553,1959850,1,2227,1126,1101,0.49438706,1959845.91295522,10314.8250021889
,366,366,358,-1,0,432,110010105001,1591,432,1159,278865.284026,3048.4949957,501,136,365,87874.1423742,0.31511324,false,2,6,Ward 6,24157.9774348,16064916.7222,87875.203125,1,501,365,136,0.27145708,87875.2081705938,3048.48737101088
,367,367,359,-1,0,433,110010105002,1827,181,1646,419667.867838,2660.64250886,1384,137,1247,317920.618749,0.75755292,false,2,6,Ward 6,24157.9774348,16064916.7222,317918,1,1384,1247,137,0.09898844,317918.283894188,2660.64327108654
,368,368,360,-1,0,434,110010106001,936,364,572,77570.1959546,1190.26672865,724,281,442,59971.9241667,0.77313101,false,2,6,Ward 6,24157.9774348,16064916.7222,59969.5,1,724,442,281,0.38812155,59969.4955492813,1190.21666009696
,369,369,361,-1,0,435,110010106002,4028,599,3429,1023561.45278,1447.50167858,152,23,129,38508.1902469,0.03762177,false,2,6,Ward 6,24157.9774348,16064916.7222,38508.19921875,1,152,129,23,0.15131579,38508.1922308828,1447.50133718878
,370,370,362,-1,0,436,110010106003,819,253,566,118190.93259,618.90786425,114,35,79,16426.8519707,0.13898572,false,2,6,Ward 6,24157.9774348,16064916.7222,16426.90039063,1,114,79,35,0.30701753,16426.8493541797,618.907812806284
,371,371,363,-1,0,437,110010107001,706,267,439,626068.490626,3147.84645212,368,139,229,326145.818923,0.52094271,false,4,2,Ward 2,29545.8038865,22492798.344,326146,1,368,229,139,0.37771741,326145.814474555,3147.84636641983
,372,372,364,-1,0,438,110010107002,999,200,799,249093.308384,1650.35393021,318,64,254,79236.5680593,0.31809995,false,4,2,Ward 2,29545.8038865,22492798.344,79236.6015625,1,318,254,64,0.20125785,79236.5773040859,1650.35408100518
,373,373,365,-1,0,440,110010108002,661,377,284,397577.035703,3333.25530834,442,252,190,265774.36629,0.66848521,false,4,2,Ward 2,29545.8038865,22492798.344,265774,1,442,190,252,0.57013577,265774.373638281,3333.25554913598
,374,374,366,-1,0,442,110010109001,2171,1224,947,110538.185636,1398.89531325,2171,1224,947,110538.182489,0.99999997,false,1,8,Ward 8,28714.0694298,30965852.4553,110538,1,2171,947,1224,0.56379551,110538.197360094,1398.89549484852
,375,375,367,-1,0,443,110010109002,2060,1696,364,1804335.24359,11968.1816535,2056,1693,363,1800636.25934,0.99794995,false,1,8,Ward 8,28714.0694298,30965852.4553,1800640,1,2056,363,1693,0.82344359,1800636.21752394,11968.1736770291
,376,376,368,-1,0,444,110010110001,632,40,592,35698.5416039,524.47129709,114,7,107,6444.25250796,0.18051865,false,2,6,Ward 6,24157.9774348,16064916.7222,6444.25,1,114,107,7,0.06140351,6444.24610678125,524.471285060545
,377,377,369,-1,0,445,110010110002,718,84,634,422439.584862,4424.84155186,589,69,520,346440.003822,0.82009361,false,2,6,Ward 6,24157.9774348,16064916.7222,346440,1,589,520,69,0.11714771,346440.046895945,4424.8419239591
,378,378,370,-1,0,447,110010110004,1425,93,1332,116741.312671,256.74808075,49,3,46,4032.11768474,0.03453891,false,2,6,Ward 6,24157.9774348,16064916.7222,4032.12011719,1,49,46,3,0.06122449,4032.11605760156,256.748065920875
,379,379,371,-1,0,448,110010111001,1666,614,1052,1431208.0299,7806.69582646,1638,604,1034,1407053.46772,0.98312296,false,6,5,Ward 5,22893.4048565,26910761.219,1407050,1,1638,1034,604,0.36874238,1407053.44364448,7806.69570290939
,380,380,372,-1,0,449,110010111002,2222,679,1543,612699.971824,6104.45035606,2037,623,1415,561753.184149,0.91684872,false,6,5,Ward 5,22893.4048565,26910761.219,561753,1,2037,1415,623,0.30584192,561753.201052703,6104.4498613778
,381,381,373,-1,0,450,110010111003,1358,690,668,2705564.2683,19258.5145354,1281,651,630,2552502.50473,0.94342705,false,6,5,Ward 5,22893.4048565,26910761.219,2552490,1,1281,630,651,0.50819671,2552494.61828171,19258.4609607261
